Entity,Code,Year,"Meat of cattle with the bone, fresh or chilled | 00000867 || Producing or slaughtered animals | 005320 || animals","Meat, goat | 00001017 || Producing or slaughtered animals | 005320 || animals","Meat, chicken | 00001058 || Producing or slaughtered animals | 005321 || animals","Meat, turkey | 00001080 || Producing or slaughtered animals | 005321 || animals","Meat, pig | 00001035 || Producing or slaughtered animals | 005320 || animals","Meat, lamb and mutton | 00000977 || Producing or slaughtered animals | 005320 || animals","Meat, duck | 00001069 || Producing or slaughtered animals | 005321 || animals"
Kiribati,KIR,1991,,,310000,,16300,,
Kiribati,KIR,1992,,,320000,,16300,,
Kiribati,KIR,1993,,,330000,,16300,,
Kiribati,KIR,1994,,,330000,,16300,,
Kiribati,KIR,1995,,,330000,,16300,,
Kiribati,KIR,1996,,,350000,,16800,,
Kiribati,KIR,1997,,,350000,,16800,,
Kiribati,KIR,1998,,,350000,,16800,,
Kiribati,KIR,1999,,,350000,,16800,,
Kiribati,KIR,2000,,,364000,,18600,,
Kiribati,KIR,2001,,,460000,,19100,,
Kiribati,KIR,2002,,,520000,,21200,,
Kiribati,KIR,2003,,,520000,,21200,,
Kiribati,KIR,2004,,,530000,,21500,,
Kiribati,KIR,2005,,,600000,,21900,,
Kiribati,KIR,2006,,,680000,,22000,,
Kiribati,KIR,2007,,,800000,,22200,,
Kiribati,KIR,2008,,,850000,,22200,,
Kiribati,KIR,2009,,,870000,,22200,,
Kiribati,KIR,2010,,,880000,,22500,,
Kiribati,KIR,2011,,,900000,,22500,,
Kiribati,KIR,2012,,,912000,,23000,,
Kiribati,KIR,2013,,,949000,,23105,,
Kiribati,KIR,2014,,,973000,,24188,,
Kiribati,KIR,2015,,,997000,,24478,,
Kiribati,KIR,2016,,,1015000,,24757,,
Kiribati,KIR,2017,,,996000,,25046,,
Kiribati,KIR,2018,,,1009000,,25248,,
Kiribati,KIR,2019,,,1036000,,25663,,
Kiribati,KIR,2020,,,1062000,,25895,,
Kiribati,KIR,2021,,,1090000,,25607,,
Kiribati,KIR,2022,,,1126000,,25892,,
Kuwait,KWT,1961,7000,75000,2500000,,,400000,
Kuwait,KWT,1962,8000,75000,2600000,,,350000,
Kuwait,KWT,1963,8500,85000,2850000,,,400000,
Kuwait,KWT,1964,11000,76000,3000000,,,500000,
Kuwait,KWT,1965,21170,105000,3300000,,,500000,
Kuwait,KWT,1966,11140,155000,3500000,,,550000,
Kuwait,KWT,1967,12820,35000,4000000,,,436023,
Kuwait,KWT,1968,9875,38000,4500000,,,414642,
Kuwait,KWT,1969,8965,30000,5000000,,,413388,
Kuwait,KWT,1970,10958,30000,5200000,,,481149,
Kuwait,KWT,1971,11709,35000,4500000,,,473855,
Kuwait,KWT,1972,22607,40000,5366000,,,522536,
Kuwait,KWT,1973,26812,40000,5280000,,,526903,
Kuwait,KWT,1974,19782,40000,5277000,,,387773,
Kuwait,KWT,1975,12991,40000,5523000,,,381245,
Kuwait,KWT,1976,6207,45000,5200000,,,529012,
Kuwait,KWT,1977,11684,50000,6137000,,,714102,
Kuwait,KWT,1978,16636,75000,5388000,,,806937,
Kuwait,KWT,1979,28929,150000,7000000,,,1110059,
Kuwait,KWT,1980,28420,130000,6822000,,,1250000,
Kuwait,KWT,1981,75000,80000,6150000,,,1400000,
Kuwait,KWT,1982,85000,4720,4850000,,,1550000,
Kuwait,KWT,1983,45000,3750,12600000,,,1605000,
Kuwait,KWT,1984,25000,5831,13850000,,,2356750,
Kuwait,KWT,1985,13360,6849,17160000,,,1907161,
Kuwait,KWT,1986,13400,5977,19643000,,,1960620,
Kuwait,KWT,1987,13800,9550,22760000,,,1946090,
Kuwait,KWT,1988,10500,9800,21560000,,,1951252,
Kuwait,KWT,1989,9800,11500,23140000,,,1970000,
Kuwait,KWT,1990,8500,10000,19145000,,,1000000,
Kuwait,KWT,1991,670,4000,700000,,,500000,
Kuwait,KWT,1992,800,131,8875000,,,1004136,
Kuwait,KWT,1993,1697,2894,16052000,,,1474051,
Kuwait,KWT,1994,2852,5979,18741000,,,1800000,
Kuwait,KWT,1995,3446,9604,19130000,,,2238600,
Kuwait,KWT,1996,3496,13141,21243000,,,2292471,
Kuwait,KWT,1997,2509,16568,23868000,,,2264700,
Kuwait,KWT,1998,2667,15827,26253000,,,2230000,
Kuwait,KWT,1999,2877,24419,28784000,,,2000000,
Kuwait,KWT,2000,3607,24301,23677000,,,1975000,
Kuwait,KWT,2001,2153,18930,24705000,,,1807900,
Kuwait,KWT,2002,3263,18566,26349000,,,2173000,
Kuwait,KWT,2003,4141,18268,27144000,,,2300000,
Kuwait,KWT,2004,2377,18253,24035000,,,2500000,
Kuwait,KWT,2005,3588,18835,28328000,,,2600000,
Kuwait,KWT,2006,4754,21394,24156000,,,2500000,
Kuwait,KWT,2007,4195,25095,24781000,,,2400000,
Kuwait,KWT,2008,5483,31339,28971000,,,2300000,
Kuwait,KWT,2009,6192,31881,34639000,,,2205000,
Kuwait,KWT,2010,7229,41783,32125000,,,2100000,
Kuwait,KWT,2011,6280,46868,33524000,,,2100000,
Kuwait,KWT,2012,5470,31136,37453000,,,2176500,
Kuwait,KWT,2013,5081,32432,34840000,,,2180000,
Kuwait,KWT,2014,6500,34771,36113000,,,2585847,
Kuwait,KWT,2015,7000,32200,41604000,,,2666001,
Kuwait,KWT,2016,5300,35343,40236000,,,3151749,
Kuwait,KWT,2017,7200,37771,43597000,,,2987772,
Kuwait,KWT,2018,6269,34543,43597000,,,2956620,
Kuwait,KWT,2019,10479,41943,45486000,,,3034064,
Kuwait,KWT,2020,7270,42985,47402000,,,3028698,
Kuwait,KWT,2021,6673,39823,48979000,,,3058600,
Kuwait,KWT,2022,6808,41584,50067000,,,3023074,
Kyrgyzstan,KGZ,1992,459000,125000,17500000,,410000,3400000,
Kyrgyzstan,KGZ,1993,420000,100000,6400000,,283000,4000000,
Kyrgyzstan,KGZ,1994,370000,87500,5100000,,212000,3750000,
Kyrgyzstan,KGZ,1995,370000,69000,1700000,,255000,2548000,
Kyrgyzstan,KGZ,1996,395000,75000,1900000,,260000,2465000,
Kyrgyzstan,KGZ,1997,475000,60000,1900000,,223000,2029000,
Kyrgyzstan,KGZ,1998,489300,187000,2300000,,259700,1819814,
Kyrgyzstan,KGZ,1999,487500,185000,2600000,,250000,1969906,
Kyrgyzstan,KGZ,2000,525600,199600,2660000,,229200,1970400,
Kyrgyzstan,KGZ,2001,514200,346000,2851000,,278100,1916900,
Kyrgyzstan,KGZ,2002,510436,345000,3903000,,241000,1849660,
Kyrgyzstan,KGZ,2003,519800,356400,4750000,,265200,1989400,
Kyrgyzstan,KGZ,2004,519200,401860,3447000,,293400,1881440,
Kyrgyzstan,KGZ,2005,517750,407099,4041000,,277700,1905961,
Kyrgyzstan,KGZ,2006,520000,408000,3800000,,295000,1960000,
Kyrgyzstan,KGZ,2007,510000,415000,3900000,,300000,1995000,
Kyrgyzstan,KGZ,2008,520000,420100,4300000,,279000,1935000,
Kyrgyzstan,KGZ,2009,540000,426400,2900000,,253000,1970000,
Kyrgyzstan,KGZ,2010,550000,445700,3000000,,240000,2135000,
Kyrgyzstan,KGZ,2011,560000,509000,4500000,,242000,2055000,
Kyrgyzstan,KGZ,2012,554700,457000,4500000,,241000,2155000,
Kyrgyzstan,KGZ,2013,563000,463000,4600000,,243000,2190000,
Kyrgyzstan,KGZ,2014,569289,440524,4816000,,249295,2300000,
Kyrgyzstan,KGZ,2015,512456,420519,5712000,,249739,2349739,
Kyrgyzstan,KGZ,2016,463142,404680,5640000,,255817,2217086,
Kyrgyzstan,KGZ,2017,447998,386076,5179000,,268897,2213419,
Kyrgyzstan,KGZ,2018,505000,379480,4831000,,266223,2270000,
Kyrgyzstan,KGZ,2019,515000,376223,5195000,,184699,2310000,
Kyrgyzstan,KGZ,2020,525000,361431,6666000,,160203,2330000,
Kyrgyzstan,KGZ,2021,527277,347723,7768000,,164037,2585869,
Kyrgyzstan,KGZ,2022,555785,320518,9519000,,145663,2755038,
Land Locked Developing Countries (FAO),,1961,4060940,9820934,74945000,117000,1831686,10605675,564000
Land Locked Developing Countries (FAO),,1962,4001549,9496364,77704000,144000,1872144,11105925,612000
Land Locked Developing Countries (FAO),,1963,4015349,9682686,80096000,154000,1932019,11750997,641000
Land Locked Developing Countries (FAO),,1964,4155033,9784798,84588000,157000,2146570,11990507,655000
Land Locked Developing Countries (FAO),,1965,4406779,10124218,88636000,161000,2312451,12323862,682000
Land Locked Developing Countries (FAO),,1966,4730332,10646555,95500000,163000,2449595,12940697,691000
Land Locked Developing Countries (FAO),,1967,4779938,11434403,102606000,177000,2572343,13641489,702000
Land Locked Developing Countries (FAO),,1968,4875464,11911490,105801000,169000,2690326,14982609,684000
Land Locked Developing Countries (FAO),,1969,4930488,12421184,116224000,163000,2761934,15204501,648000
Land Locked Developing Countries (FAO),,1970,5262670,12649385,120558000,160000,2824986,15733446,637000
Land Locked Developing Countries (FAO),,1971,5387740,13058453,122947000,157000,2887582,15561203,642000
Land Locked Developing Countries (FAO),,1972,5574313,12507247,126894000,166000,2969550,15016390,652000
Land Locked Developing Countries (FAO),,1973,5382122,12054750,129398000,170000,3024630,15065750,665000
Land Locked Developing Countries (FAO),,1974,5210936,12555870,134397000,176000,3050425,16066240,695000
Land Locked Developing Countries (FAO),,1975,5301078,13246030,147969000,187000,3177675,17267912,714000
Land Locked Developing Countries (FAO),,1976,5807766,13615149,157596000,180000,3519230,18313808,735000
Land Locked Developing Countries (FAO),,1977,6229513,14240674,163743000,178000,3733664,18356102,750000
Land Locked Developing Countries (FAO),,1978,6320009,15454916,163806000,183000,3843193,19624220,798000
Land Locked Developing Countries (FAO),,1979,6354860,15717470,166590000,185000,4061525,19450350,859000
Land Locked Developing Countries (FAO),,1980,6420469,15874937,171837000,195000,4591366,20214252,922000
Land Locked Developing Countries (FAO),,1981,6390400,16217610,171680000,203000,4948834,21488694,981000
Land Locked Developing Countries (FAO),,1982,6595832,16553600,174788000,209000,5181661,22071312,1026000
Land Locked Developing Countries (FAO),,1983,6706663,16678301,178945000,218000,5547011,20924504,1073000
Land Locked Developing Countries (FAO),,1984,6883054,15899989,179393000,218000,5412998,19646572,1117000
Land Locked Developing Countries (FAO),,1985,6911996,15152800,189288000,218000,5376842,18557196,1156000
Land Locked Developing Countries (FAO),,1986,6664439,15770710,202643000,229000,5617481,18461398,1193000
Land Locked Developing Countries (FAO),,1987,6875343,16101872,208124000,235000,6113925,18524080,1243000
Land Locked Developing Countries (FAO),,1988,7184539,16918820,225266000,248000,6157536,19439776,1323000
Land Locked Developing Countries (FAO),,1989,7547597,17848002,237643000,254000,6541023,20800668,1374000
Land Locked Developing Countries (FAO),,1990,8069116,18501076,253191000,259000,7211070,21573850,1458000
Land Locked Developing Countries (FAO),,1991,10199596,17699712,314518000,137000,7998888,20282648,1576000
Land Locked Developing Countries (FAO),,1992,17812248,18760726,573809000,170000,14619164,45938248,1653000
Land Locked Developing Countries (FAO),,1993,19506792,21852384,573008000,201000,13334813,52055616,2005000
Land Locked Developing Countries (FAO),,1994,19807672,22103572,556368000,219000,12876256,52434696,1955000
Land Locked Developing Countries (FAO),,1995,19721760,23019380,543077000,215000,12651432,50036884,1990000
Land Locked Developing Countries (FAO),,1996,20500170,24377168,522561000,298000,12458060,48273612,2258000
Land Locked Developing Countries (FAO),,1997,20559808,25150796,536325000,216000,12229831,44087936,2340000
Land Locked Developing Countries (FAO),,1998,20956072,27178302,570360000,221000,12662112,45057524,2430000
Land Locked Developing Countries (FAO),,1999,20858416,29240114,587674000,288000,13359021,45076568,2645000
Land Locked Developing Countries (FAO),,2000,20333064,26714216,593586000,235000,11642346,42952112,2925000
Land Locked Developing Countries (FAO),,2001,20030900,26410416,637655000,280000,12879962,42516820,2925000
Land Locked Developing Countries (FAO),,2002,20927404,28395300,673211000,284000,13233236,41564576,2930000
Land Locked Developing Countries (FAO),,2003,21367992,29716228,707847000,215000,13660818,42767688,3690000
Land Locked Developing Countries (FAO),,2004,22176976,32961308,738360000,213000,14588978,45145580,4075000
Land Locked Developing Countries (FAO),,2005,22925946,34282536,795933000,219000,14727069,46571568,4186000
Land Locked Developing Countries (FAO),,2006,23858786,36110152,793736000,241000,15247147,48367868,4197000
Land Locked Developing Countries (FAO),,2007,24368282,38434092,814385000,253000,15972800,50136464,4207000
Land Locked Developing Countries (FAO),,2008,25229712,40600328,883212000,240000,16644294,53692612,4438000
Land Locked Developing Countries (FAO),,2009,26269140,44361088,939989000,235000,16904732,57530740,4569000
Land Locked Developing Countries (FAO),,2010,27588858,44181884,1006191000,249000,17825852,59892864,4799000
Land Locked Developing Countries (FAO),,2011,28545308,45741868,1037910000,260000,18417368,62230984,4914000
Land Locked Developing Countries (FAO),,2012,28577316,50282796,1064828000,265000,19390338,63951420,5054000
Land Locked Developing Countries (FAO),,2013,29826330,52100784,1102592000,274000,19839334,66575616,5130000
Land Locked Developing Countries (FAO),,2014,30607916,53981796,1131473000,286000,19662544,69994416,5219000
Land Locked Developing Countries (FAO),,2015,31276196,55764360,1164452000,298000,21152676,72100640,5309000
Land Locked Developing Countries (FAO),,2016,32417532,57513748,1226649000,297000,22430764,75756144,5311000
Land Locked Developing Countries (FAO),,2017,32893928,60988656,1277740000,297000,23109684,77710304,5326000
Land Locked Developing Countries (FAO),,2018,34531824,66634432,1328600000,301000,27160226,80655872,5292000
Land Locked Developing Countries (FAO),,2019,34702980,72361704,1405380000,4384000,31790168,85345936,5737000
Land Locked Developing Countries (FAO),,2020,35619504,75409792,1572458000,4005000,28777500,87768608,5821000
Land Locked Developing Countries (FAO),,2021,36190528,72932472,1576909000,4643000,27313512,84662448,5901000
Land Locked Developing Countries (FAO),,2022,37133616,77622040,1608140000,2931000,29249834,87024824,6115000
Laos,LAO,1961,21750,4500,5295000,,450000,,125000
Laos,LAO,1962,22500,4500,6050000,,450000,,130000
Laos,LAO,1963,23300,4575,6015000,,450000,,130000
Laos,LAO,1964,24700,4575,7650000,,590000,,138000
Laos,LAO,1965,25275,4575,8425000,,670000,,157000
Laos,LAO,1966,28280,4575,10110000,,735000,,160000
Laos,LAO,1967,28500,4670,11575000,,750000,,160000
Laos,LAO,1968,29250,4800,12000000,,750000,,161000
Laos,LAO,1969,29250,5050,11600000,,710000,,160000
Laos,LAO,1970,28500,5350,11015000,,690000,,158000
Laos,LAO,1971,27750,5250,10020000,,680000,,152000
Laos,LAO,1972,27000,5450,8025000,,640000,,152000
Laos,LAO,1973,31600,5750,6120000,,600000,,152000
Laos,LAO,1974,25500,5700,5685000,,525000,,152000
Laos,LAO,1975,24750,5250,4830000,,450000,,152000
Laos,LAO,1976,24500,5000,4070000,,570000,,152000
Laos,LAO,1977,24500,4750,4095000,,620000,,140000
Laos,LAO,1978,29150,6060,4390000,,520000,,150000
Laos,LAO,1979,30780,5200,4630000,,620000,,160000
Laos,LAO,1980,33500,7500,4615000,,830000,,170000
Laos,LAO,1981,34150,8000,5500000,,900000,,175000
Laos,LAO,1982,35500,9000,5740000,,920000,,185000
Laos,LAO,1983,36500,10000,6650000,,975000,,190000
Laos,LAO,1984,40800,11000,7195000,,1020000,,200000
Laos,LAO,1985,55000,13800,6450000,,890000,,215000
Laos,LAO,1986,65000,13000,6350000,,960000,,220000
Laos,LAO,1987,63200,14000,7950000,,1060000,,230000
Laos,LAO,1988,60000,15000,6865000,,952500,,240000
Laos,LAO,1989,75000,17900,8245000,,1030000,,255000
Laos,LAO,1990,90000,23700,7880000,,1043000,,300000
Laos,LAO,1991,100000,19900,8355000,,1093000,,350000
Laos,LAO,1992,110000,17500,8900000,,1128600,,400000
Laos,LAO,1993,122000,20500,10085000,,1229000,,450000
Laos,LAO,1994,125000,22500,10690000,,1279000,,500000
Laos,LAO,1995,140500,22400,11330000,,1322000,,565000
Laos,LAO,1996,137500,26000,11650000,,1361600,,800000
Laos,LAO,1997,142300,27000,11900000,,1399900,,865000
Laos,LAO,1998,150800,29200,12100000,,1441800,,935000
Laos,LAO,1999,160000,31500,11200000,,1485200,,1135000
Laos,LAO,2000,148824,30700,10800000,,1046750,,1450000
Laos,LAO,2001,158158,34300,11600000,,1126470,,1450000
Laos,LAO,2002,158665,35000,15000000,,1270400,,1450000
Laos,LAO,2003,161000,37700,19000000,,1300000,,2200000
Laos,LAO,2004,165000,47100,19100000,,1380000,,2600000
Laos,LAO,2005,178000,52500,19300000,,1460000,,2700000
Laos,LAO,2006,185000,58000,20300000,,1600000,,2700000
Laos,LAO,2007,190000,74000,20000000,,1720000,,2700000
Laos,LAO,2008,196000,74000,20700000,,1900000,,2700000
Laos,LAO,2009,200000,100000,22000000,,2040000,,2780000
Laos,LAO,2010,206000,101000,24500000,,2200000,,2700000
Laos,LAO,2011,215000,119000,26200000,,2120000,,2820000
Laos,LAO,2012,236000,122000,28100000,,2235000,,2843000
Laos,LAO,2013,239000,129000,30000000,,2360000,,2889000
Laos,LAO,2014,242509,135509,31349000,,2526542,,2926000
Laos,LAO,2015,249688,152870,32951000,,2650005,,2949000
Laos,LAO,2016,257638,156084,33510000,,3004980,,2965000
Laos,LAO,2017,268967,164104,35378000,,3143621,,2973000
Laos,LAO,2018,277949,172463,36982000,,3091530,,2976000
Laos,LAO,2019,287852,181788,41094000,,3327883,,3014000
Laos,LAO,2020,299004,192402,43954000,,3477622,,3027000
Laos,LAO,2021,314711,202059,45335000,,3480985,,3042000
Laos,LAO,2022,332938,214401,47337000,,3570203,,3058000
Latvia,LVA,1992,612700,1659,18519000,,1297500,139600,
Latvia,LVA,1993,700100,1729,10089000,,807100,130200,
Latvia,LVA,1994,382400,1690,8088000,,648700,80400,
Latvia,LVA,1995,217300,1972,7098000,,738200,44000,
Latvia,LVA,1996,177360,2355,5462000,,477310,31760,
Latvia,LVA,1997,157400,2207,4951000,,452723,18114,
Latvia,LVA,1998,177609,2322,5368000,,449348,13824,
Latvia,LVA,1999,211440,2725,4579000,,475320,11750,
Latvia,LVA,2000,181720,2137,5093000,,410344,17426,
Latvia,LVA,2001,143340,3063,5853000,,409600,12735,
Latvia,LVA,2002,107237,3797,6777000,,456571,11038,
Latvia,LVA,2003,133244,2684,8049000,,501357,12322,
Latvia,LVA,2004,132543,2731,9223000,,489431,11816,
Latvia,LVA,2005,118924,6868,10814000,,500244,13142,
Latvia,LVA,2006,114544,2791,13271000,,501385,15112,
Latvia,LVA,2007,119577,3720,13200000,,526530,18345,
Latvia,LVA,2008,115411,2331,13900000,,523795,24862,
Latvia,LVA,2009,112946,2387,14403000,,504876,25623,
Latvia,LVA,2010,107687,2340,15161000,,493164,25975,
Latvia,LVA,2011,104681,2720,14706000,,488792,30973,
Latvia,LVA,2012,101181,2546,15215000,,462891,33070,
Latvia,LVA,2013,99223,2736,16658000,,461180,34191,
Latvia,LVA,2014,98688,2971,17318000,,466425,34278,
Latvia,LVA,2015,102859,3359,17598000,,448443,39872,
Latvia,LVA,2016,103497,3209,17541000,,451031,45437,
Latvia,LVA,2017,94478,3988,19144000,,465945,50506,
Latvia,LVA,2018,89710,3700,20047000,2000,486140,55280,
Latvia,LVA,2019,83650,3950,20616000,,496380,57880,
Latvia,LVA,2020,80150,3540,20874000,,443350,56870,
Latvia,LVA,2021,80970,3460,21213000,2000,442400,46030,0
Latvia,LVA,2022,75070,3260,21637000,2000,456440,45820,0
Least Developed Countries (FAO),,1961,10700996,27004216,218652000,699000,3369864,21949544,17847000
Least Developed Countries (FAO),,1962,10922362,28293614,230676000,770000,3488860,22455950,19439000
Least Developed Countries (FAO),,1963,11166364,27886920,242035000,842000,3716269,23183746,20091000
Least Developed Countries (FAO),,1964,11421019,28634912,258507000,912000,4112267,23952018,20049000
Least Developed Countries (FAO),,1965,11442193,29360886,274875000,986000,4410438,24386980,22416000
Least Developed Countries (FAO),,1966,12216494,29548348,298456000,1056000,4724070,25151384,26214000
Least Developed Countries (FAO),,1967,12637888,30619240,326826000,1127000,5080673,25771004,23516000
Least Developed Countries (FAO),,1968,13047815,31094468,343037000,1268000,5151879,26991340,24282000
Least Developed Countries (FAO),,1969,13239875,31293794,369423000,1409000,5491589,26573988,26995000
Least Developed Countries (FAO),,1970,13476233,31754328,396481000,1549000,5705963,27012476,28536000
Least Developed Countries (FAO),,1971,13117265,32174690,401001000,1690000,5907372,27089094,28877000
Least Developed Countries (FAO),,1972,13074215,31978180,400053000,1831000,5981900,26445036,28182000
Least Developed Countries (FAO),,1973,13121846,31773764,401576000,1973000,5952103,26910808,28810000
Least Developed Countries (FAO),,1974,13394949,32682360,405857000,1693000,5738547,26817106,25856000
Least Developed Countries (FAO),,1975,13575191,33269614,420723000,1834000,5744480,28176250,26222000
Least Developed Countries (FAO),,1976,13814463,34806544,436563000,1696000,6008507,30369886,26654000
Least Developed Countries (FAO),,1977,14227611,35525780,440264000,1695000,6078492,31483044,27408000
Least Developed Countries (FAO),,1978,15462248,36329576,472987000,2046000,6227385,32260928,32686000
Least Developed Countries (FAO),,1979,15545200,37814712,492487000,2117000,6418200,32849260,35399000
Least Developed Countries (FAO),,1980,14889183,37597372,485151000,1698000,6801695,34086196,31784000
Least Developed Countries (FAO),,1981,15384601,37626816,511010000,1840000,7157900,34945344,33986000
Least Developed Countries (FAO),,1982,15635965,38585728,545775000,1701000,7662090,34341300,37605000
Least Developed Countries (FAO),,1983,15763035,39616216,573634000,1562000,8036995,34000968,39289000
Least Developed Countries (FAO),,1984,16105488,39823016,593101000,1562000,8468577,33366566,39883000
Least Developed Countries (FAO),,1985,16485338,41439808,645925000,1983000,8630300,33369136,44058000
Least Developed Countries (FAO),,1986,17106772,42341920,674370000,2123000,8998560,31875026,43847000
Least Developed Countries (FAO),,1987,16209145,44519176,690009000,1717000,9626490,32342044,45180000
Least Developed Countries (FAO),,1988,16815272,46989620,740575000,1997000,9862389,33296868,47435000
Least Developed Countries (FAO),,1989,17407900,48868320,696025000,1856000,10457347,34679956,40925000
Least Developed Countries (FAO),,1990,17421774,49990288,688988000,2145000,10327198,35760204,41520000
Least Developed Countries (FAO),,1991,16230092,49784952,755649000,2170000,10945022,34067904,44087000
Least Developed Countries (FAO),,1992,16656607,51527120,788697000,2149000,11909028,33917680,47707000
Least Developed Countries (FAO),,1993,17084576,50043504,774987000,2146000,12621608,31419736,48265000
Least Developed Countries (FAO),,1994,17323102,52416724,798786000,2284000,13109893,32795064,49567000
